normalized_param_mae_mean,dimension_param_mae_norm,curvature_param_mae_norm,L_mae_mm,W_mae_mm,D_mae_mm,wLD_abs_error,wWD_abs_error,wLW_abs_error,curvature_mae_mean,projected_mask_iou,projected_mask_dice,projected_mask_area_error,projected_mask_center_error_px,profile_depth_rmse_m,volume_proxy_rel_error,sample_count,er_like_profile_error,max_depth_error_m,strategy,perturbation_name,perturbation_category,severity,affected_axis,split,profile_rmse_degradation_pct_vs_20_85,dice_drop_vs_20_85,clean_performance_drop_vs_20_85_pct
0.7660502508664743,0.5762422870462521,0.9558582240954424,2.1537893318977113,2.0718307498938,1.4036232724021642,0.21698359954051483,0.21105634860503367,0.20023410901045188,0.20942468501818487,0.7555014229962705,0.8520364101499514,0.3335609450908837,0.0,0.0006461665847708877,0.5235889425511351,39,0.3831496499478817,0.0014036232724976845,no_calibration,gain_scaling_1.1x,gain_scaling,1.1x,all,val,66.65074129394094,-0.004309410149951343,
0.7202706107726464,0.4960647326631424,0.9444764970968931,1.9619327191358957,2.15519942343235,1.055545179436031,0.21909953080690825,0.20414488437848213,0.19771554378362802,0.2069866524483913,0.759867032000056,0.8573738514655966,0.3058524903533526,0.0,0.000515171636951168,0.3944333228975137,39,0.33907005668450624,0.0010555451765704232,no_calibration,gain_scaling_1.1x,gain_scaling,1.1x,all,test,32.86625649632818,-0.009646851465596629,
0.7666189879362966,0.6472212636935306,0.8860167134323238,2.5033920789942328,2.2389443871093753,1.5856938032824317,0.19918640086680284,0.1959315104249083,0.18703768282760808,0.19405186491340032,0.7465468772754519,0.8466793392515778,0.27740993210759435,0.0,0.0007390129809479091,0.5115457404980307,162,0.4679185768566382,0.001585693810750259,no_calibration,gain_scaling_1.2x,gain_scaling,1.2x,all,train,90.59645608954244,0.001047660748422219,
0.8036976525416741,0.6441079161535853,0.9632873783508936,2.296485884831502,2.035643729643944,1.691419206177577,0.2194575804930467,0.21247095939440605,0.2013047918295249,0.21107777871955663,0.757526462621501,0.8536346328006988,0.29332580620622356,0.0,0.0007836061605559782,0.5032695108971682,39,0.45713261801462907,0.001691419192446539,no_calibration,gain_scaling_1.2x,gain_scaling,1.2x,all,val,102.09733931917206,-0.0059076328006988366,
0.7802134465712768,0.5933837006107355,0.9670431831708322,2.3849799590997205,2.2446021324931045,1.36649873931534,0.22641442983578414,0.20987496009239784,0.1998450939471905,0.2120448282131782,0.7513545548711804,0.8518401637279146,0.28709175542250204,0.0,0.0006578223581481068,0.4449782114253476,39,0.4190882003078094,0.001366498745762958,no_calibration,gain_scaling_1.2x,gain_scaling,1.2x,all,test,69.65684423929284,-0.004113163727914593,
0.909160453228303,0.9228612255351043,0.895459681381414,5.254158634830405,3.34118445314191,1.7959735675910373,0.21565254970833106,0.20590002448470504,0.16932514125918163,0.1969592376715607,0.5855151304938178,0.7182791394353926,0.8793090038268039,0.0,0.0008685766830846356,3.082619264076992,162,1.0766557093341778,0.0017959735633655922,no_calibration,channel_attenuation_Bx_50pct,channel_attenuation_dropout,50pct,Bx,train,124.0118129259358,0.12944786056460744,
0.9128373723763686,0.877569976525429,0.9481047697556324,5.08376383743225,3.149906012492302,1.6955864009184716,0.22275034892253387,0.21810036591994456,0.1840837842378861,0.20831149892929274,0.5896262888859692,0.7197833565149439,0.9167917168952704,0.0,0.0008389285335747096,3.380881442572651,39,1.071890310026132,0.0016955864042616808,no_calibration,channel_attenuation_Bx_50pct,channel_attenuation_dropout,50pct,Bx,val,116.365354241331,0.12794364348505616,
0.9350553384194007,0.9387244047262729,0.9313862751691769,5.0586250726229105,3.3769384370400357,1.9045452185166187,0.2219875760567494,0.21480859090120363,0.1775623743350689,0.20478618144989014,0.5905206740022388,0.7205879549056539,0.8990590014083477,0.0,0.000936685029256086,3.6441487324888566,39,1.2769372562567394,0.0019045452085825114,no_calibration,channel_attenuation_Bx_50pct,channel_attenuation_dropout,50pct,Bx,test,141.57741697493046,0.12713904509434615,
0.7114664033791165,0.5496019802895593,0.8733308260087613,2.070462455628095,2.1261324114453646,1.2837497039962513,0.19718914046699618,0.19232015403700464,0.18434084712723156,0.1912833802677967,0.7589835892198794,0.8561027733649316,0.2911418095799455,0.0,0.000601260443152479,0.44637843893220097,162,0.38006685897248027,0.001283749707336365,no_calibration,combined_light,combined,noise5_gain10_jitter1,all,train,55.06914304089602,-0.00837577336493156,
0.7701795139373877,0.589986624673773,0.9503723829984665,2.2673306583594055,2.0943927896710544,1.4309271759090898,0.21559618833737496,0.2094825429794116,0.19953779990856463,0.2082055104084504,0.7458891919793844,0.8458487842726993,0.34601642625945633,0.0,0.000658831680947258,0.5194038067629908,39,0.3871419408764595,0.0014309271847685943,no_calibration,combined_light,combined,noise5_gain10_jitter1,all,val,69.91715542939107,0.001878215727300736,
