perturbation_name,perturbation_group,severity,affected_axis,split,group_field,group_value,sample_count,profile_depth_rmse_m,er_like_profile_error,projected_mask_dice,L_mae_mm,W_mae_mm,D_mae_mm,wMAE_auxiliary
additive_noise_0pct,additive_noise,0pct,all,val,curvature_template,LD_dominant,7,0.0004973963368684053,0.3853169743503843,0.8622020129897628,2.0169595650264194,1.7371735157711166,1.0396748738629478,0.16992670936243875
additive_noise_0pct,additive_noise,0pct,all,val,curvature_template,WD_dominant,8,0.0004428030397320981,0.40723459143191576,0.9016032026373737,2.1794049479067326,1.121430665254593,0.95554294064641,0.1625201217830181
additive_noise_0pct,additive_noise,0pct,all,val,curvature_template,boxy,8,0.0007921834785520332,0.45775272510945797,0.7696036267848003,4.131132006645203,3.5968967229127884,1.5505812428891659,0.29439190216362476
additive_noise_0pct,additive_noise,0pct,all,val,curvature_template,round,8,0.0004050612205901416,0.3118558479472995,0.8032540742335992,2.5411946922540665,2.8146296329796314,0.9639923889189959,0.12040837900713086
additive_noise_0pct,additive_noise,0pct,all,val,curvature_template,sharp,8,0.00044158142736705486,0.39757067896425724,0.8249433520777772,1.71514748968184,1.9169313497841358,1.1038778852671385,0.287587434053421
additive_noise_0pct,additive_noise,0pct,all,val,depth_bin,deep,15,0.0008656807573667417,0.3779628356297811,0.8567555698135697,2.9680225759744645,2.0618982424338657,1.8538930972417196,0.1966236817340056
additive_noise_0pct,additive_noise,0pct,all,val,depth_bin,medium,11,0.0002173414203835736,0.19638445567000995,0.8470672947300152,1.7379276725378903,2.265720554373481,0.4551410390572114,0.19405261427164078
additive_noise_0pct,additive_noise,0pct,all,val,depth_bin,shallow,13,0.00036606466948377114,0.5740660016353314,0.7893518728894636,2.693554385350301,2.4544555264023633,0.8503639915814767,0.23267812912280744
additive_noise_0pct,additive_noise,0pct,all,val,aspect_bin,balanced,11,0.0004110468296196566,0.23341753875667398,0.8953865281810619,2.0434414459900423,1.3655132868073203,0.9691003588112918,0.1667383909225464
additive_noise_0pct,additive_noise,0pct,all,val,aspect_bin,compact,12,0.00039953059119094786,0.42429090291261673,0.8163562871502091,2.2491809551914534,1.1935611280302207,0.7932872834304968,0.21665405109524727
additive_noise_0pct,additive_noise,0pct,all,val,aspect_bin,narrow,6,0.0004523794195847586,0.35683781156937283,0.6527574153351021,3.531688163677851,5.872409462928772,0.9753771995504698,0.21546641985575357
additive_noise_0pct,additive_noise,0pct,all,val,aspect_bin,wide,10,0.0008104648950393312,0.5492418937385082,0.8868576388991938,2.7995593696832657,2.31814851090312,1.7837865233421326,0.23819802291691303
additive_noise_0pct,additive_noise,0pct,all,val,size_bin,elongated,6,0.0004523794195847586,0.35683781156937283,0.6527574153351021,3.531688163677851,5.872409462928772,0.9753771995504698,0.21546641985575357
additive_noise_0pct,additive_noise,0pct,all,val,size_bin,large_wide,10,0.0008104648950393312,0.5492418937385082,0.8868576388991938,2.7995593696832657,2.31814851090312,1.7837865233421326,0.23819802291691303
additive_noise_0pct,additive_noise,0pct,all,val,size_bin,medium_balanced,11,0.0004110468296196566,0.23341753875667398,0.8953865281810619,2.0434414459900423,1.3655132868073203,0.9691003588112918,0.1667383909225464
additive_noise_0pct,additive_noise,0pct,all,val,size_bin,small_compact,12,0.00039953059119094786,0.42429090291261673,0.8163562871502091,2.2491809551914534,1.1935611280302207,0.7932872834304968,0.21665405109524727
additive_noise_0pct,additive_noise,0pct,all,test,curvature_template,LD_dominant,8,0.00030040045521673164,0.18560615368187428,0.9008601317873146,1.3322086110711098,1.522010363638401,0.5988150879275054,0.16870633698999882
additive_noise_0pct,additive_noise,0pct,all,test,curvature_template,WD_dominant,8,0.00030017512381164124,0.3194191688671708,0.8555611478283318,1.5125287622213364,2.0720534324645996,0.6903284601867199,0.17555983923375607
additive_noise_0pct,additive_noise,0pct,all,test,curvature_template,boxy,7,0.0006749187221950186,0.41955247095652987,0.8056992182341187,2.8708943320172176,3.737868462290083,1.0998828592044967,0.2968375469957079
additive_noise_0pct,additive_noise,0pct,all,test,curvature_template,round,8,0.0003225038835807936,0.2874669246375561,0.8090204753659365,2.530767574906349,2.948430471122265,0.8095680251717567,0.09451494226232171
additive_noise_0pct,additive_noise,0pct,all,test,curvature_template,sharp,8,0.0003765857945836615,0.5005498807877302,0.8622412203628356,1.3354329774156213,0.842450238764286,0.8400187096558511,0.2817305736243725
additive_noise_0pct,additive_noise,0pct,all,test,depth_bin,deep,11,0.0007695775315038521,0.3308242681351575,0.831895652371663,2.5404300581325185,2.9875696301460266,1.6056504899805242,0.21556543016975577
