candidate,seed,split,group_type,group,threshold,n,iou,dice,area_error,center_error,pred_area_zero,pred_area_lt_true,pred_area_gt_true,composite,macro_area_composite,type_accuracy
shape_type_conditional_screening_predicted_mean,mean,val,defect_type,polygon,0.5,72,0.28494391052198903,0.4147188042908654,0.8854779330181842,1.480033582283391,0.0,6.0,66.0,-0.18581521820532976,0.2747515696394249,
shape_type_conditional_screening_predicted_std,sample_std,val,defect_type,polygon,0.5,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
shape_type_conditional_screening_predicted_mean,mean,val,defect_type,rotated_rect,0.5,57,0.4317055796911535,0.5882410052577232,0.5497234641188071,1.0758441822570668,0.0,4.0,53.0,0.47022312083006956,0.2747515696394249,
shape_type_conditional_screening_predicted_std,sample_std,val,defect_type,rotated_rect,0.5,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
shape_type_conditional_screening_predicted_mean,mean,val,overall,all,0.5,200,0.3607917098130886,0.507610427237193,0.5946130832675118,1.2335303680971266,0.0,35.0,165.0,0.27378905378276974,0.2747515696394249,0.645
shape_type_conditional_screening_predicted_std,sample_std,val,overall,all,0.5,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shape_type_conditional_screening_predicted_mean,mean,val,signal_bin,low_signal,0.5,67,0.2850015208506774,0.4133721776180121,0.8232562218107159,1.5378708872777314,0.0,12.0,55.0,-0.12488252334202643,0.2747515696394249,
shape_type_conditional_screening_predicted_std,sample_std,val,signal_bin,low_signal,0.5,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
shape_type_conditional_screening_predicted_mean,mean,val,signal_bin,non_low_signal,0.5,133,0.3989717298167094,0.55508383118069,0.4794319533246947,1.0802159712166715,0.0,23.0,110.0,0.47462360767270484,0.2747515696394249,
shape_type_conditional_screening_predicted_std,sample_std,val,signal_bin,non_low_signal,0.5,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
shape_type_conditional_screening_predicted_mean,mean,val,area_bin,large,0.6,67,0.4096403816457064,0.5656110792533466,0.22958977118641527,1.0131634188009733,0.0,33.0,34.0,0.7456616897126378,0.3729173629484088,
shape_type_conditional_screening_predicted_std,sample_std,val,area_bin,large,0.6,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
shape_type_conditional_screening_predicted_mean,mean,val,area_bin,medium,0.6,66,0.39831117037361724,0.5509588958097698,0.3771386133472359,1.267614430776148,0.0,10.0,56.0,0.5721314528361512,0.3729173629484088,
shape_type_conditional_screening_predicted_std,sample_std,val,area_bin,medium,0.6,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
shape_type_conditional_screening_predicted_mean,mean,val,area_bin,small,0.6,67,0.2698731949490694,0.39658907584086733,0.8655033244934993,1.4579167026859612,0.0,6.0,61.0,-0.1990410537035625,0.3729173629484088,
shape_type_conditional_screening_predicted_std,sample_std,val,area_bin,small,0.6,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
shape_type_conditional_screening_predicted_mean,mean,val,defect_type,multi_defect,0.6,71,0.375476429692109,0.5307591002860126,0.30025327841153115,1.1283689882134047,0.0,30.0,41.0,0.6059822515665904,0.3729173629484088,
shape_type_conditional_screening_predicted_std,sample_std,val,defect_type,multi_defect,0.6,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
