sample_index,signal_normalization,defect_iou,defect_area_pred,defect_area_label,mu_mse,mu_mae
342,per_sample_zscore,1.0,4,4,442.87860107421875,3.8067092895507812
343,per_sample_zscore,1.0,4,4,266.2056579589844,2.1616039276123047
344,per_sample_zscore,1.0,2,2,22.41216468811035,0.667492151260376
345,per_sample_zscore,1.0,10,10,173.12306213378906,2.1965112686157227
346,per_sample_zscore,1.0,9,9,96.69695281982422,1.1656829118728638
347,per_sample_zscore,1.0,14,14,1043.5440673828125,6.331386089324951
348,per_sample_zscore,0.8,4,5,4993.890625,5.333160400390625
349,per_sample_zscore,1.0,8,8,2588.098876953125,13.235215187072754
350,per_sample_zscore,1.0,8,8,633.578857421875,5.7134690284729
351,per_sample_zscore,1.0,10,10,3095.353759765625,16.129505157470703
352,per_sample_zscore,1.0,5,5,97.60012817382812,1.3238965272903442
353,per_sample_zscore,1.0,12,12,281.07672119140625,2.6658637523651123
354,per_sample_zscore,1.0,12,12,189.74169921875,2.356055498123169
355,per_sample_zscore,0.8571428571428571,6,7,5420.49609375,7.834777355194092
356,per_sample_zscore,1.0,5,5,38.981807708740234,0.6856452822685242
357,per_sample_zscore,1.0,6,6,29.119325637817383,0.45728161931037903
358,per_sample_zscore,1.0,9,9,67.38260650634766,1.214129090309143
359,per_sample_zscore,1.0,10,10,739.8756103515625,5.672300815582275
360,per_sample_zscore,1.0,10,10,135.19247436523438,1.6965439319610596
361,per_sample_zscore,0.0,0,6,29953.998046875,30.31277847290039
362,per_sample_zscore,0.8571428571428571,6,7,5863.28271484375,10.637365341186523
363,per_sample_zscore,1.0,15,15,1177.4278564453125,6.847618579864502
364,per_sample_zscore,1.0,9,9,108.6305923461914,1.2202229499816895
365,per_sample_zscore,1.0,12,12,2257.06103515625,11.770063400268555
366,per_sample_zscore,1.0,14,14,1234.50146484375,6.9011335372924805
367,per_sample_zscore,1.0,7,7,110.14128875732422,1.864330768585205
368,per_sample_zscore,1.0,11,11,155.14605712890625,1.4686195850372314
369,per_sample_zscore,1.0,9,9,169.2691650390625,1.963032841682434
370,per_sample_zscore,1.0,7,7,438.3193054199219,3.809208631515503
371,per_sample_zscore,1.0,3,3,76.0862045288086,1.255008578300476
372,per_sample_zscore,1.0,6,6,228.81808471679688,2.750913143157959
373,per_sample_zscore,1.0,7,7,526.0130615234375,4.38316011428833
374,per_sample_zscore,0.8,8,10,10103.6083984375,11.625444412231445
375,per_sample_zscore,1.0,14,14,480.02606201171875,4.559915065765381
376,per_sample_zscore,1.0,5,5,25.04595375061035,0.6325526237487793
377,per_sample_zscore,1.0,7,7,142.57656860351562,1.901609182357788
378,per_sample_zscore,1.0,4,4,36.2250862121582,0.8507036566734314
379,per_sample_zscore,1.0,5,5,5.187290191650391,0.263795405626297
380,per_sample_zscore,1.0,4,4,7.844948768615723,0.4999883770942688
381,per_sample_zscore,1.0,9,9,899.353271484375,5.450764179229736
382,per_sample_zscore,1.0,6,6,33.96415710449219,0.8989958763122559
383,per_sample_zscore,1.0,6,6,58.48231506347656,1.10358464717865
384,per_sample_zscore,1.0,8,8,1786.489013671875,10.791570663452148
